id,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
796,63194,Queens,Flushing,40.764606,-73.803732,Private room,103.44,3,20,2024-01-13,0.2,1,361
797,4111,Bronx,South Bronx,40.809299,-73.832196,Entire home/apt,278.04,3,49,2024-01-28,4.54,3,26
798,59590,Brooklyn,Park Slope,40.728554,-74.076697,Hotel room,82.25,14,6,2023-11-09,2.26,3,87
799,47962,Brooklyn,Bushwick,40.639044,-73.805149,Shared room,51.8,5,5,2022-11-10,2.64,1,2
800,70622,Bronx,South Bronx,40.87397,-73.830995,Entire home/apt,67.85,7,1,2024-06-04,0.28,1,128
801,75590,Brooklyn,Crown Heights,40.748574,-73.943176,Entire home/apt,362.96,30,3,2024-06-19,1.66,1,318
802,45269,Manhattan,Tribeca,40.799034,-73.956839,Entire home/apt,227.66,30,14,2024-05-02,2.55,1,92
803,96474,Brooklyn,Williamsburg,40.710542,-73.963521,Entire home/apt,107.79,3,22,2024-08-02,1.22,1,172
804,92546,Brooklyn,Williamsburg,40.688524,-73.979502,Private room,123.92,3,45,2023-12-21,1.2,1,85
805,28551,Brooklyn,Bushwick,40.678969,-74.014309,Entire home/apt,385.76,2,11,2024-03-29,0.26,1,196
806,50774,Brooklyn,Greenpoint,40.630763,-73.961139,Entire home/apt,250.37,14,8,2024-07-21,0.8,1,42
807,78597,Bronx,Riverdale,40.797615,-73.890051,Entire home/apt,118.09,3,31,2023-09-08,0.24,1,122
808,72255,Bronx,Mott Haven,40.836604,-73.844687,Hotel room,96.11,30,37,2024-03-12,5.41,1,11
809,12989,Brooklyn,Park Slope,40.735155,-73.972027,Private room,169.07,7,47,2024-08-26,1.73,1,202
810,82155,Manhattan,Chelsea,40.809802,-73.952428,Entire home/apt,203.02,30,16,2024-07-24,0.07,1,142
811,90042,Staten Island,St. George,40.604705,-74.144054,Entire home/apt,94.86,5,6,2023-07-30,0.97,3,124
812,13248,Queens,Flushing,40.75373,-73.699936,Hotel room,90.11,7,11,2024-06-07,1.52,3,293
813,85484,Manhattan,Tribeca,40.807572,-73.944501,Private room,90.26,1,17,2022-08-15,0.15,2,317
814,99691,Bronx,Fordham,40.846866,-73.837052,Entire home/apt,95.41,30,9,2024-04-19,1.64,1,290
815,50628,Queens,Jamaica,40.835684,-73.844797,Entire home/apt,224.28,3,10,2024-07-22,0.29,1,239
816,9328,Brooklyn,Greenpoint,40.659095,-73.943238,Entire home/apt,240.84,3,5,2024-03-23,0.79,3,108
817,35422,Brooklyn,Crown Heights,40.732176,-73.88929,Entire home/apt,248.44,7,3,2024-08-13,1.47,5,271
818,7706,Manhattan,Lower East Side,40.778483,-74.001372,Private room,152.69,14,31,2023-11-10,0.68,1,191
819,28109,Manhattan,Hell Kitchen,40.788024,-73.989566,Shared room,99.86,1,27,2024-03-08,0.72,1,142
820,51087,Manhattan,Tribeca,40.753301,-73.996477,Entire home/apt,209.08,30,17,2023-01-12,2.78,1,223
821,58396,Queens,Astoria,40.75431,-73.686017,Private room,63.62,5,6,2024-02-04,0.55,1,63
822,33353,Manhattan,Tribeca,40.783878,-73.966972,Entire home/apt,310.99,7,29,2024-08-23,1.6,1,250
823,37039,Manhattan,Lower East Side,40.806758,-74.002089,Private room,160.91,14,17,2024-05-08,2.84,1,79
824,79794,Manhattan,Upper East Side,40.793504,-73.971432,Private room,163.68,2,16,2024-04-18,0.25,1,352
825,72649,Brooklyn,Williamsburg,40.712163,-73.973209,Entire home/apt,181.66,1,20,2023-06-12,0.07,1,167
826,37589,Bronx,Mott Haven,40.803903,-73.857775,Entire home/apt,93.55,5,38,2024-05-23,2.62,1,312
827,3911,Manhattan,Midtown,40.816084,-73.953982,Private room,509.24,1,10,2024-03-23,1.2,1,164
828,30087,Manhattan,Tribeca,40.772946,-73.998019,Entire home/apt,413.92,30,20,2024-07-26,2.64,5,230
829,16024,Brooklyn,Park Slope,40.577276,-73.865234,Entire home/apt,226.5,2,18,2024-07-13,0.36,1,31
830,8940,Brooklyn,Greenpoint,40.620895,-73.963731,Private room,87.45,1,13,2024-04-11,2.68,10,73
831,25095,Manhattan,Harlem,40.809524,-74.003478,Hotel room,180.33,7,16,2024-01-31,0.15,1,275
832,64620,Brooklyn,Crown Heights,40.767736,-73.959418,Entire home/apt,182.21,7,14,2024-05-22,3.22,1,55
833,93639,Manhattan,Harlem,40.760128,-73.976147,Private room,161.89,1,19,2024-05-22,2.59,1,90
834,49960,Manhattan,Tribeca,40.768648,-73.962384,Entire home/apt,135.75,3,19,2024-07-10,1.26,1,298
835,68269,Brooklyn,Bushwick,40.639312,-74.058899,Private room,51.24,30,10,2024-01-30,1.41,1,49
836,84942,Brooklyn,Bushwick,40.664966,-74.025593,Private room,74.41,1,15,2024-09-01,0.64,1,58
837,42112,Bronx,Riverdale,40.855016,-73.924157,Shared room,33.24,30,15,2024-04-25,0.34,1,83
838,50050,Manhattan,Chelsea,40.77334,-73.967548,Entire home/apt,261.71,7,23,2024-09-01,0.91,1,107
839,68949,Brooklyn,Park Slope,40.665452,-73.929174,Private room,173.4,5,12,2024-03-23,1.61,1,293
840,33845,Brooklyn,Bed-Stuy,40.719017,-74.013676,Private room,53.06,1,18,2024-08-27,9.72,1,154
841,54871,Manhattan,Tribeca,40.781812,-74.03779,Entire home/apt,213.24,2,2,2023-04-14,2.55,1,361
842,48176,Brooklyn,Crown Heights,40.69304,-73.962249,Entire home/apt,352.67,2,48,2024-05-08,0.85,2,291
843,47619,Manhattan,Lower East Side,40.763431,-73.964886,Entire home/apt,303.51,5,32,2024-02-07,2.04,1,103
844,83417,Bronx,Fordham,40.903435,-73.888601,Entire home/apt,155.0,5,33,2023-09-22,0.17,1,50
845,67135,Manhattan,Midtown,40.764204,-73.967899,Private room,327.12,5,32,2024-07-15,0.8,1,26
846,59046,Brooklyn,Williamsburg,40.598064,-73.983823,Entire home/apt,145.47,30,12,2024-04-15,0.83,1,58
847,23472,Manhattan,Lower East Side,40.807548,-73.969956,Entire home/apt,276.78,5,32,2023-09-09,10.12,1,309
848,82955,Staten Island,St. George,40.485527,-74.22208,Private room,44.48,1,67,2024-04-16,0.74,1,326
849,22734,Brooklyn,Bed-Stuy,40.687925,-73.892457,Entire home/apt,87.85,5,35,2024-06-04,0.13,1,263
850,28492,Brooklyn,Greenpoint,40.581143,-73.917217,Entire home/apt,169.58,5,33,2024-06-11,0.1,1,14
851,67025,Manhattan,Chelsea,40.809707,-73.933443,Entire home/apt,409.68,3,32,2024-06-06,1.8,1,284
852,80671,Brooklyn,Williamsburg,40.698073,-73.913792,Shared room,67.04,2,17,2024-03-13,0.51,2,230
853,32649,Manhattan,Upper East Side,40.740436,-73.929205,Private room,184.46,30,19,2024-08-24,3.05,1,200
854,46634,Queens,Flushing,40.682161,-73.869578,Private room,61.96,1,16,2024-05-28,0.99,5,192
855,98812,Manhattan,Tribeca,40.777996,-73.940967,Entire home/apt,221.52,30,11,2024-04-06,0.6,1,6
856,51470,Manhattan,Upper East Side,40.827261,-73.968692,Private room,239.25,7,30,2023-11-29,2.14,1,161
857,40977,Manhattan,Harlem,40.803062,-73.970336,Entire home/apt,236.05,14,20,2024-04-19,0.81,1,265
858,72331,Brooklyn,Greenpoint,40.615932,-73.855595,Entire home/apt,215.97,14,4,2023-05-21,2.01,1,104
859,40745,Brooklyn,Williamsburg,40.640872,-73.852068,Entire home/apt,204.96,3,15,2024-05-19,1.88,3,303
860,46584,Manhattan,Tribeca,40.809071,-73.958919,Private room,258.4,3,5,2024-02-25,1.93,1,69
861,57818,Queens,Flushing,40.874518,-73.616312,Entire home/apt,212.38,7,26,2024-08-29,2.92,1,203
862,22045,Brooklyn,Greenpoint,40.667685,-73.992728,Entire home/apt,114.36,30,40,2024-07-14,2.83,1,359
863,89168,Brooklyn,Bed-Stuy,40.566344,-73.809519,Entire home/apt,119.4,3,9,2023-11-02,1.64,2,296
864,62592,Brooklyn,Park Slope,40.651819,-73.876098,Entire home/apt,242.03,1,16,2024-03-27,4.72,2,358
865,84348,Brooklyn,Crown Heights,40.633725,-73.851904,Private room,93.56,2,28,2023-03-26,0.03,1,77
866,73092,Brooklyn,Bushwick,40.636193,-74.015703,Entire home/apt,160.04,30,8,2023-12-25,4.0,1,267
867,45930,Manhattan,Midtown,40.77893,-73.981836,Private room,216.17,5,20,2024-05-17,0.24,1,210
868,27598,Manhattan,Midtown,40.795026,-73.972228,Entire home/apt,310.43,3,4,2023-12-05,0.36,2,169
869,31539,Queens,Forest Hills,40.778416,-73.818182,Private room,73.53,14,50,2024-05-11,2.55,2,219
870,60446,Bronx,Mott Haven,40.811545,-73.893978,Private room,74.31,1,12,2024-06-21,0.77,1,52
871,88218,Manhattan,Tribeca,40.823999,-73.966697,Entire home/apt,247.87,3,23,2024-08-24,0.83,3,210
872,39745,Manhattan,Chelsea,40.743425,-73.981604,Entire home/apt,539.35,1,10,2023-09-06,0.45,5,44
873,1806,Brooklyn,Williamsburg,40.684012,-73.833476,Private room,70.04,3,13,2024-05-27,0.38,1,98
874,49798,Brooklyn,Bed-Stuy,40.739922,-73.999503,Private room,124.85,1,69,2024-02-06,0.17,1,22
875,81034,Manhattan,Tribeca,40.831467,-73.971823,Entire home/apt,511.06,5,7,2024-08-03,0.33,1,79
876,3171,Manhattan,Tribeca,40.808027,-73.9943,Entire home/apt,166.01,30,9,2023-10-20,1.25,1,228
877,84451,Brooklyn,Greenpoint,40.53431,-74.028706,Private room,83.68,1,72,2023-10-25,1.84,1,59
878,16358,Brooklyn,Park Slope,40.48318,-73.817475,Private room,151.6,7,28,2024-05-06,2.01,1,20
879,63234,Manhattan,Midtown,40.787391,-73.989693,Entire home/apt,457.54,30,12,2024-02-14,0.69,2,58
880,26242,Manhattan,Chelsea,40.792152,-73.967413,Entire home/apt,268.91,3,8,2024-04-22,3.83,1,167
881,13151,Manhattan,Harlem,40.795519,-73.947009,Entire home/apt,214.67,5,20,2024-04-10,0.6,1,256
882,66814,Brooklyn,Crown Heights,40.660805,-73.99699,Private room,140.71,30,1,2023-08-03,0.18,1,365
883,77401,Manhattan,Hell Kitchen,40.799656,-73.955153,Entire home/apt,462.38,30,0,,0.0,1,243
884,39107,Manhattan,Chelsea,40.785115,-73.927649,Hotel room,135.56,14,7,2022-12-28,1.17,1,228
885,86237,Queens,Flushing,40.693174,-73.866889,Entire home/apt,88.97,3,1,2024-06-11,5.33,50,15
886,3638,Manhattan,Lower East Side,40.791462,-73.984699,Entire home/apt,315.15,1,0,,0.0,2,288
887,67535,Brooklyn,Bushwick,40.707931,-73.99418,Private room,123.48,3,14,2024-06-21,2.12,1,21
888,57388,Manhattan,Lower East Side,40.775095,-73.933383,Shared room,71.87,30,22,2024-06-28,0.17,1,322
889,21313,Manhattan,Hell Kitchen,40.774988,-73.987177,Private room,188.96,14,5,2023-12-11,2.89,1,194
890,67030,Manhattan,Lower East Side,40.806514,-73.992221,Entire home/apt,216.78,2,23,2024-01-14,0.28,1,42
891,55128,Brooklyn,Bed-Stuy,40.636623,-73.909606,Private room,41.2,14,5,2024-08-24,0.11,1,62
892,72317,Queens,Forest Hills,40.803273,-73.697262,Private room,60.77,1,13,2024-08-16,0.15,1,363
893,43740,Queens,Jamaica,40.668422,-73.747219,Entire home/apt,147.69,14,9,2024-02-27,1.22,1,24
894,96176,Manhattan,Midtown,40.773778,-73.983313,Entire home/apt,257.91,14,1,2024-07-06,0.52,1,293
895,5475,Brooklyn,Bed-Stuy,40.750393,-73.977173,Entire home/apt,120.79,30,10,2024-08-15,4.86,1,180
896,72680,Manhattan,Hell Kitchen,40.788664,-73.968088,Entire home/apt,139.31,1,3,2024-05-28,2.87,3,143
897,12406,Manhattan,Chelsea,40.761685,-73.951878,Shared room,65.94,3,9,2023-08-21,2.44,1,223
898,81820,Queens,Astoria,40.773022,-73.953803,Entire home/apt,206.21,5,43,2024-06-11,2.49,1,92
899,71749,Manhattan,Tribeca,40.788648,-73.986659,Shared room,133.88,7,43,2024-01-31,3.32,1,69
900,50218,Manhattan,Upper East Side,40.805042,-74.000108,Private room,231.57,5,31,2023-07-14,3.01,3,358
901,26029,Manhattan,Hell Kitchen,40.77597,-73.96396,Private room,103.9,7,24,2024-07-30,3.95,1,339
902,55238,Manhattan,Midtown,40.784187,-73.955941,Private room,90.77,14,15,2024-03-16,4.09,1,324
903,13983,Manhattan,Chelsea,40.752732,-73.938162,Entire home/apt,351.29,30,3,2023-07-01,0.53,5,326
904,16640,Brooklyn,Greenpoint,40.709709,-73.862617,Entire home/apt,247.53,2,20,2024-07-25,0.37,1,359
905,2354,Brooklyn,Crown Heights,40.730654,-73.944897,Entire home/apt,225.33,7,18,2022-06-17,1.55,1,309
906,25637,Queens,Jamaica,40.625464,-73.839984,Private room,32.17,5,12,2024-06-12,0.2,1,311
907,51090,Queens,Astoria,40.855365,-73.684065,Entire home/apt,101.81,7,5,2024-07-19,0.36,1,312
908,81013,Manhattan,Chelsea,40.770708,-74.027566,Private room,142.3,7,0,,0.0,1,142
909,25944,Manhattan,Tribeca,40.778846,-73.976954,Entire home/apt,349.97,2,26,2023-10-10,1.57,1,211
910,8544,Manhattan,Midtown,40.778105,-73.960629,Entire home/apt,391.46,7,8,2024-05-11,1.58,1,15
911,57755,Brooklyn,Park Slope,40.730773,-73.884782,Entire home/apt,203.4,3,24,2024-02-15,4.51,1,232
912,37378,Manhattan,Upper East Side,40.792014,-74.007215,Shared room,92.46,30,13,2024-05-03,1.65,1,148
913,57371,Brooklyn,Bushwick,40.657728,-73.805955,Private room,99.31,14,0,,0.0,1,330
914,45264,Brooklyn,Greenpoint,40.700653,-73.922131,Entire home/apt,252.58,2,21,2024-02-29,0.49,1,67
915,46056,Brooklyn,Williamsburg,40.699769,-73.919277,Entire home/apt,217.6,30,15,2024-08-26,0.62,3,152
916,63852,Brooklyn,Bushwick,40.535213,-73.958571,Entire home/apt,197.12,2,27,2024-06-16,0.49,1,321
917,93983,Manhattan,Harlem,40.782342,-73.94557,Hotel room,194.01,3,10,2024-02-22,0.05,3,321
918,19623,Bronx,Fordham,40.847184,-73.947126,Private room,56.2,30,45,2024-06-16,0.45,20,218
919,17148,Queens,Flushing,40.762607,-73.859206,Entire home/apt,174.8,2,35,2023-12-07,2.71,1,94
920,20047,Manhattan,Upper East Side,40.758764,-73.987883,Private room,160.26,2,1,2023-01-27,1.95,1,302
921,99404,Queens,Astoria,40.7716,-73.694199,Entire home/apt,167.69,5,52,2024-08-26,1.46,1,199
922,28873,Brooklyn,Greenpoint,40.707176,-73.906279,Shared room,92.39,14,10,2023-09-20,3.49,1,111
923,34601,Queens,Flushing,40.766044,-73.786794,Entire home/apt,160.11,30,37,2024-07-30,0.46,1,327
924,47583,Queens,Long Island City,40.783954,-73.988402,Private room,55.54,5,7,2023-06-11,1.29,1,132
925,40282,Brooklyn,Bed-Stuy,40.684865,-74.006896,Entire home/apt,273.4,14,12,2023-03-23,0.05,1,362
926,91129,Manhattan,Harlem,40.806358,-73.974143,Private room,83.37,14,9,2024-04-03,3.34,1,196
927,57846,Manhattan,Lower East Side,40.783719,-74.001301,Private room,93.43,30,10,2024-05-07,0.89,1,47
928,28309,Brooklyn,Greenpoint,40.73921,-73.90656,Private room,109.8,14,4,2023-12-21,0.29,1,165
929,85000,Brooklyn,Crown Heights,40.711617,-73.992981,Private room,118.03,1,24,2023-06-09,0.41,1,326
930,29915,Manhattan,Hell Kitchen,40.767627,-73.966728,Shared room,49.23,1,21,2024-07-16,2.83,1,273
931,14578,Manhattan,Upper East Side,40.76921,-73.962502,Entire home/apt,247.11,2,7,2024-06-07,0.17,1,24
932,49050,Queens,Long Island City,40.555327,-73.833904,Entire home/apt,113.0,30,11,2024-05-27,3.89,1,66
933,36356,Staten Island,Stapleton,40.669338,-74.132621,Entire home/apt,81.65,30,31,2023-10-01,0.7,1,88
934,65007,Brooklyn,Bushwick,40.688208,-73.825086,Hotel room,210.03,2,17,2024-08-06,0.43,1,94
935,9128,Manhattan,Midtown,40.736381,-73.987506,Entire home/apt,382.05,14,28,2024-03-10,0.6,1,365
936,59909,Manhattan,Hell Kitchen,40.775077,-73.954033,Private room,142.9,30,23,2024-06-16,0.79,1,304
937,23378,Manhattan,Midtown,40.800613,-73.98852,Private room,115.75,3,17,2023-08-08,1.19,3,79
938,50737,Bronx,Fordham,40.894698,-73.884966,Entire home/apt,63.41,30,25,2024-06-19,1.33,1,307
939,74516,Manhattan,Chelsea,40.807333,-73.991853,Entire home/apt,508.28,14,4,2022-10-16,0.89,1,319
940,17958,Brooklyn,Bed-Stuy,40.670801,-73.97361,Entire home/apt,243.31,3,57,2024-08-30,0.89,1,341
941,52720,Manhattan,Harlem,40.804221,-73.981656,Entire home/apt,217.09,2,15,2024-07-14,0.5,3,114
942,55065,Brooklyn,Bushwick,40.675653,-73.913791,Entire home/apt,256.04,7,17,2024-05-14,0.73,1,124
943,96923,Brooklyn,Bed-Stuy,40.710916,-73.890983,Entire home/apt,186.68,5,22,2024-07-10,0.94,1,220
944,29982,Queens,Long Island City,40.74509,-73.82836,Private room,64.19,7,20,2024-01-05,1.37,1,203
945,55762,Manhattan,Harlem,40.776106,-73.970687,Shared room,96.4,14,39,2023-11-03,0.21,1,117
946,12023,Manhattan,Midtown,40.788092,-73.974143,Entire home/apt,214.08,14,8,2024-01-30,2.17,1,42
947,15338,Manhattan,Chelsea,40.783484,-74.001545,Entire home/apt,251.0,5,10,2022-12-08,1.71,1,318
948,59881,Bronx,Mott Haven,40.878168,-73.855744,Entire home/apt,114.22,14,1,2024-05-15,0.53,2,153
949,64931,Queens,Forest Hills,40.80835,-73.794887,Private room,58.96,2,37,2022-09-30,0.92,1,201
950,40367,Brooklyn,Park Slope,40.573896,-73.965707,Private room,125.46,30,7,2024-08-09,4.4,1,280
951,27360,Brooklyn,Park Slope,40.666204,-73.899626,Entire home/apt,405.5,5,16,2023-10-01,0.03,2,88
952,67364,Brooklyn,Park Slope,40.553984,-73.941729,Entire home/apt,141.99,1,32,2024-08-25,2.5,1,106
953,85485,Manhattan,Lower East Side,40.793374,-73.98443,Private room,73.98,14,41,2024-04-18,1.08,3,131
954,90068,Bronx,South Bronx,40.848531,-73.896152,Private room,24.43,2,25,2024-05-05,1.45,1,337
955,58970,Brooklyn,Park Slope,40.634426,-73.968705,Entire home/apt,180.78,2,37,2023-09-18,1.73,1,59
956,57941,Manhattan,Chelsea,40.768886,-73.957528,Private room,110.45,2,9,2024-01-28,0.91,1,298
957,26589,Brooklyn,Park Slope,40.634103,-73.998375,Entire home/apt,208.65,14,2,2024-05-20,0.32,1,71
958,71412,Manhattan,Hell Kitchen,40.818459,-73.951985,Entire home/apt,303.69,3,48,2023-07-23,3.61,2,262
959,73277,Manhattan,Hell Kitchen,40.74587,-73.986495,Private room,75.83,14,33,2023-08-08,2.02,1,148
960,5178,Brooklyn,Park Slope,40.692748,-73.924775,Private room,46.45,2,11,2024-08-28,1.23,1,1
961,14227,Manhattan,Tribeca,40.75329,-73.948029,Entire home/apt,324.19,2,5,2023-08-30,0.89,5,31
962,13167,Brooklyn,Crown Heights,40.727713,-73.915286,Shared room,57.01,14,13,2024-04-20,1.04,1,204
963,47104,Manhattan,Chelsea,40.810235,-73.962154,Entire home/apt,242.9,2,21,2023-10-09,2.6,1,28
964,58504,Manhattan,Hell Kitchen,40.792072,-73.940046,Private room,74.21,14,12,2024-07-27,0.02,1,132
965,15528,Manhattan,Harlem,40.805124,-73.98803,Entire home/apt,347.76,14,13,2024-08-03,3.01,3,117
966,23336,Manhattan,Upper East Side,40.795764,-73.984485,Shared room,134.72,7,18,2024-01-15,0.07,1,345
967,82012,Brooklyn,Park Slope,40.708449,-73.915603,Shared room,60.35,5,7,2024-07-06,1.44,1,351
968,56768,Manhattan,Midtown,40.755431,-73.973637,Entire home/apt,205.2,1,22,2024-04-07,0.61,1,111
969,98806,Brooklyn,Park Slope,40.694115,-73.970377,Shared room,54.97,2,22,2024-02-04,1.7,1,16
970,72218,Brooklyn,Park Slope,40.697083,-73.895846,Private room,55.58,5,8,2024-03-16,0.13,1,206
971,31846,Brooklyn,Crown Heights,40.676364,-73.930724,Private room,146.57,1,32,2024-01-29,1.22,1,238
972,65829,Bronx,Riverdale,40.913971,-73.84114,Entire home/apt,112.42,5,4,2024-03-11,2.9,1,200
973,81730,Brooklyn,Bushwick,40.690249,-74.001685,Private room,47.33,2,33,2024-06-08,1.02,1,288
974,84515,Manhattan,Harlem,40.796521,-73.964597,Private room,127.68,5,55,2024-08-15,0.13,1,265
975,55199,Manhattan,Chelsea,40.808775,-73.970262,Entire home/apt,346.64,5,45,2023-09-19,0.06,1,174
976,22277,Manhattan,Tribeca,40.746775,-74.005202,Shared room,70.9,5,17,2023-10-01,1.46,1,362
977,94384,Brooklyn,Bushwick,40.722341,-73.978412,Entire home/apt,171.94,2,4,2024-08-31,0.11,1,128
978,5641,Manhattan,Hell Kitchen,40.791835,-73.968915,Entire home/apt,176.48,3,11,2023-10-07,0.11,1,39
979,32335,Brooklyn,Bushwick,40.66819,-73.949982,Private room,120.42,3,17,2024-08-03,0.83,1,72
980,44815,Brooklyn,Bushwick,40.626277,-73.945147,Private room,74.07,5,15,2024-06-21,0.35,1,21
981,16726,Manhattan,Harlem,40.77141,-73.978645,Private room,60.78,14,31,2024-05-29,0.34,1,25
982,6642,Queens,Forest Hills,40.702308,-73.813035,Entire home/apt,124.13,14,20,2024-02-10,0.98,1,290
983,4278,Manhattan,Lower East Side,40.801543,-73.973796,Shared room,119.93,30,23,2024-08-15,0.49,5,32
984,72154,Manhattan,Lower East Side,40.803574,-73.940443,Entire home/apt,246.7,2,4,2023-10-22,0.37,1,9
985,2308,Brooklyn,Park Slope,40.729497,-73.912132,Entire home/apt,384.79,30,20,2023-04-06,1.08,1,188
986,3781,Brooklyn,Park Slope,40.69781,-73.892278,Entire home/apt,227.94,14,6,2023-03-02,0.52,1,122
987,89586,Brooklyn,Bed-Stuy,40.683562,-73.885126,Private room,109.93,5,15,2024-08-15,0.13,1,195
988,66920,Brooklyn,Williamsburg,40.715046,-73.96579,Shared room,51.3,3,30,2023-06-06,1.72,1,338
989,6584,Manhattan,Hell Kitchen,40.801017,-73.96937,Private room,140.12,7,13,2024-04-03,1.32,1,134
990,48294,Queens,Long Island City,40.719709,-73.832996,Private room,64.8,30,48,2024-01-12,0.36,1,139
991,93141,Queens,Astoria,40.741482,-73.715183,Entire home/apt,127.6,14,48,2023-05-10,1.31,1,90
992,8883,Brooklyn,Bed-Stuy,40.731536,-73.922996,Private room,118.71,7,0,,0.0,1,282
993,52770,Manhattan,Tribeca,40.795093,-73.945766,Entire home/apt,198.07,14,13,2024-02-20,4.7,1,84
994,10707,Brooklyn,Park Slope,40.669202,-74.011125,Entire home/apt,124.85,5,30,2024-05-15,1.14,1,309
995,81474,Manhattan,Tribeca,40.809123,-73.981796,Entire home/apt,183.77,3,24,2024-04-20,0.15,1,338
996,98571,Manhattan,Chelsea,40.769293,-74.007124,Private room,326.38,14,20,2024-02-07,0.92,1,114
997,54902,Bronx,Fordham,40.873364,-73.945873,Entire home/apt,134.51,7,35,2023-03-30,0.04,1,6
998,95814,Manhattan,Hell Kitchen,40.768095,-73.959435,Private room,162.65,7,5,2023-08-02,0.8,1,333
999,99008,Bronx,Mott Haven,40.880896,-73.897385,Entire home/apt,71.27,5,25,2024-03-31,3.6,1,200
1000,95267,Brooklyn,Williamsburg,40.670151,-73.996556,Entire home/apt,246.37,5,18,2024-07-21,0.95,1,36
1001,94217,Manhattan,Upper East Side,40.772132,-73.965876,Private room,137.44,3,5,2024-06-17,1.2,5,305
1002,85669,Brooklyn,Crown Heights,40.648101,-73.958853,Entire home/apt,209.17,14,16,2024-06-13,0.26,1,53
1003,78839,Queens,Flushing,40.611023,-73.704264,Private room,48.72,1,13,2024-07-02,0.02,3,47
1004,32638,Brooklyn,Greenpoint,40.708804,-73.896626,Private room,102.36,14,9,2023-12-29,7.53,2,264
1005,88328,Queens,Long Island City,40.831434,-73.860917,Entire home/apt,121.54,30,49,2023-10-12,0.62,1,179
1006,82021,Brooklyn,Park Slope,40.656696,-74.05789,Shared room,39.76,7,16,2024-06-24,0.49,1,234
1007,64068,Brooklyn,Bed-Stuy,40.866625,-73.953175,Entire home/apt,257.53,1,16,2023-10-01,1.27,2,29
1008,42983,Queens,Forest Hills,40.811298,-73.893953,Entire home/apt,77.85,30,66,2024-01-07,2.05,1,333
1009,62919,Manhattan,Hell Kitchen,40.803028,-73.934048,Private room,180.5,7,21,2024-05-20,0.43,1,187
1010,11639,Brooklyn,Bed-Stuy,40.674583,-74.004853,Entire home/apt,252.47,7,16,2024-01-30,1.11,2,258
1011,88118,Manhattan,Harlem,40.780324,-74.015735,Private room,101.29,7,15,2023-12-12,0.61,3,179
1012,76476,Staten Island,Stapleton,40.577606,-74.117361,Private room,35.73,5,25,2024-04-06,0.98,1,151
1013,47221,Bronx,Fordham,40.843012,-73.879007,Hotel room,74.64,30,17,2024-05-19,0.26,10,155
1014,87804,Manhattan,Upper East Side,40.793651,-73.95912,Entire home/apt,322.39,1,4,2024-08-13,1.07,10,166
1015,26815,Brooklyn,Williamsburg,40.578606,-73.938871,Entire home/apt,180.61,2,26,2024-09-01,0.07,1,182
1016,13664,Bronx,Fordham,40.966599,-73.931551,Private room,64.7,5,9,2023-04-22,2.75,1,330
1017,73518,Manhattan,Midtown,40.781392,-73.932365,Entire home/apt,582.98,7,24,2024-07-07,1.48,1,208
1018,47238,Brooklyn,Bushwick,40.744451,-73.975004,Private room,78.36,1,3,2024-02-19,4.26,1,81
1019,9213,Bronx,Fordham,40.855107,-73.864906,Private room,27.39,1,17,2023-04-04,1.37,1,208
1020,37888,Manhattan,Tribeca,40.768139,-73.972685,Entire home/apt,400.75,3,13,2023-10-31,0.3,1,152
1021,10773,Brooklyn,Greenpoint,40.661402,-73.937435,Entire home/apt,376.46,5,7,2024-08-09,0.99,1,360
1022,67601,Manhattan,Harlem,40.768132,-73.996732,Private room,168.5,2,5,2023-11-15,1.64,1,269
1023,52744,Bronx,Mott Haven,40.842736,-73.779044,Private room,35.21,30,39,2024-01-12,0.7,1,266
1024,64075,Staten Island,New Dorp,40.58361,-74.163464,Entire home/apt,94.4,3,20,2024-06-22,1.21,1,174
1025,99649,Bronx,South Bronx,40.882504,-73.872716,Entire home/apt,69.55,1,13,2024-02-04,0.27,1,282
1026,80772,Brooklyn,Crown Heights,40.790282,-73.944435,Entire home/apt,248.3,3,4,2023-10-23,2.25,1,3
1027,5910,Queens,Long Island City,40.78424,-73.855268,Private room,41.94,7,44,2024-07-01,3.6,1,104
1028,32301,Queens,Forest Hills,40.768447,-73.772893,Entire home/apt,127.71,5,13,2023-09-02,0.57,1,289
1029,99770,Manhattan,Harlem,40.78197,-73.981235,Private room,96.36,2,10,2024-08-18,2.36,1,70
1030,44505,Queens,Flushing,40.677158,-73.772312,Entire home/apt,151.49,14,23,2024-04-20,0.14,2,273
1031,69919,Manhattan,Lower East Side,40.795679,-73.973743,Private room,124.37,2,5,2024-07-16,0.42,1,18
1032,95409,Brooklyn,Greenpoint,40.695436,-73.946475,Entire home/apt,206.07,1,20,2024-01-11,0.93,1,142
1033,33611,Manhattan,Harlem,40.785071,-73.975209,Private room,145.29,3,54,2024-07-29,0.73,1,74
1034,95767,Manhattan,Midtown,40.783459,-73.917239,Entire home/apt,194.09,2,20,2024-06-18,1.45,10,139
1035,13082,Manhattan,Hell Kitchen,40.789333,-73.958294,Private room,185.04,30,24,2024-08-08,1.24,1,290
1036,41137,Brooklyn,Williamsburg,40.704481,-73.959969,Entire home/apt,188.29,2,17,2023-11-06,0.14,1,35
